max_pitch,avg_pitch,variance_pitch,harmonic,harmonic_variance,percussive,percussive_variance,Chroma_cens,Chroma_cens_var,chroma_cqt_mean,chroma_cqt_variance,chroma_stft_mean,chroma_stft_var,mfcc_delta_mean,mfcc_delta_variance,Mfccs,Mfccs_variance,Contrast,Contrast_var,poly_features_mean,poly_features_variance,Rolloff,Rolloff_var,Zrate,Zrate_var,Cent,Cent_var,tonnetz_mean,tonnetz_var,spec_bw_mean,spec_bw_var,rmse_mean,rmse_var,melspec_mean,melspec_var,max_lpc,mean_lpc,var_lpc
3997.360107421875,32.88241958618164,68439.859375,5.602082637778949e-06,0.0017688884399831295,1.842944766394794e-05,0.0017931223846971989,0.2487265169620514,0.021468449383974075,0.43226727843284607,0.08845184743404388,0.30339106917381287,0.10582853853702545,0.05199670046567917,6.442471981048584,-22.970317840576172,10851.3125,23.58989017833256,128.25440089192278,0.4184433574334743,0.8403084723534118,3650.409613715278,2732610.800104377,0.06779272762345678,0.0007494199822868739,1950.9117592973696,673860.7213056285,0.005199362083955642,0.005898873109037357,2118.311154198508,222739.06415664539,0.04130171239376068,0.003076177788898349,1.100222110748291,199.28379821777344,1.0,0.00881221517920494,0.2705059349536896
3949.47998046875,21.340129852294922,42360.20703125,2.7441963084129384e-06,0.00032460896181873977,1.3610034329758491e-05,2.9516490030800924e-05,0.23327119648456573,0.028917882591485977,0.3723416328430176,0.09460613876581192,0.2792809307575226,0.09812180697917938,0.06315480917692184,5.036259174346924,-25.314138412475586,16178.951171875,24.817660335861657,116.8595227831542,0.10509402497241002,0.03405616897136831,3714.201472355769,3933598.529869282,0.05585186298076923,0.0005886629958594809,1937.8458232631804,784567.5019271543,0.026195609680539432,0.01697739992615939,2253.4389054879534,246216.71846147874,0.013877048157155514,0.0002495720109436661,0.10346347838640213,1.7979793548583984,1.250140905380249,0.004518247675150633,0.9477330446243286
3999.7646484375,26.74892807006836,52401.30078125,-5.178231276659062e-06,0.0012289599981158972,-5.949625847279094e-05,0.0021576478611677885,0.24222302436828613,0.024661339819431305,0.4169420003890991,0.09641020745038986,0.27366355061531067,0.0932651162147522,0.003549669636413455,8.002384185791016,-23.838085174560547,11723.505859375,25.13514240308612,129.55758607921416,0.40202484283526685,0.6578621720193574,3978.5003206623132,3216939.2638746635,0.06397213152985075,0.0005543871960519921,2043.70122922592,517252.3417631987,0.018076694759395544,0.009534319076508728,2241.9191296369017,288992.6415450601,0.04268684238195419,0.0025103797670453787,1.007003664970398,127.24769592285156,1.0,0.006081973668187857,0.3210446834564209
3968.53662109375,14.32345962524414,23260.70703125,2.0836239400523482e-07,0.002024752786383033,1.6363659597118385e-05,0.001086311531253159,0.263025164604187,0.014151095412671566,0.44749149680137634,0.08616267889738083,0.2783871293067932,0.09569418430328369,-0.01550973393023014,6.010336399078369,-22.838953018188477,11268.4052734375,24.800356908413328,128.3324504340426,0.3211609552393388,0.42109779277178144,4108.0209305037315,4320851.047133837,0.057099755130597014,0.0006202860063368878,1948.524008188627,813197.7596368943,0.018133365792515586,0.011889936693372093,2295.989077447785,431622.60668033484,0.03847827389836311,0.002577504375949502,0.9494577050209045,323.7347106933594,1.0,0.008882235735654831,0.20789986848831177
3983.03369140625,22.107093811035156,43485.2734375,1.1845149856526405e-05,0.0021341184619814157,5.214039629208855e-05,0.002592056058347225,0.24852503836154938,0.02156863361597061,0.3774799108505249,0.08139733225107193,0.32184186577796936,0.10138876736164093,0.03388185054063797,8.523319244384766,-21.73153305053711,10176.33203125,24.60093484947791,119.50553143207986,0.49369733232817714,0.9778176432276711,4769.75830078125,5223062.20985055,0.06897321428571429,0.0017473335655368103,2352.2738594090506,1214914.8795385798,0.011152103627651764,0.009459983307089269,2439.340865122108,351312.65670595836,0.050848085433244705,0.0035086784046143293,1.3976637125015259,311.2662658691406,1.0,0.008570202626287937,0.3358181118965149
3997.720458984375,32.03885269165039,70122.2421875,-2.087891334667802e-05,0.0006159025360830128,-4.6480115997837856e-05,0.0002599672880023718,0.24467703700065613,0.023466484621167183,0.513573408126831,0.10120099782943726,0.3635372221469879,0.09719239920377731,0.036838505417108536,4.178311347961426,-22.460847854614258,14407.0166015625,23.920523799451566,134.97289022631793,0.16970710223029806,0.14634176684569572,4182.648205366291,3319028.760488276,0.06548571977459017,0.0014183685299658834,2155.9130776957395,1146179.1973820033,0.025095663064857027,0.007748060636093868,2287.6895153031714,172484.22673241014,0.018238980323076248,0.0007154456689022481,0.23989509046077728,10.926431655883789,1.1570965051651,0.007040657103061676,0.6921723484992981
3977.25244140625,13.651347160339355,21847.8984375,1.1630788321781438e-05,0.0008044596179388463,6.019134525558911e-05,0.0005573882954195142,0.24618960916996002,0.022724010050296783,0.41534119844436646,0.09777916222810745,0.3241627514362335,0.10446491092443466,0.03822837769985199,6.027763366699219,-21.69533920288086,13792.162109375,24.989963456180465,137.43914822950774,0.23233631030303095,0.2025573394124423,4957.554796006944,7525839.679918173,0.0739474826388889,0.0020038698926384065,2379.1010677567156,2119073.1468900777,0.011468750275471298,0.009875887395883713,2590.9019593482803,394159.9876816856,0.02824554033577442,0.0010309768840670586,0.4273628890514374,18.51546287536621,1.0,0.005886346101760864,0.19811545312404633
3990.58837890625,22.86158561706543,49996.58203125,-6.769279934815131e-06,0.00040078957681544125,-3.3891978091560304e-05,0.00026893377071246505,0.2404223084449768,0.025530453771352768,0.4161219596862793,0.08985219150781631,0.35209953784942627,0.10768281668424606,0.07941437512636185,7.739022731781006,-23.373252868652344,14839.7177734375,24.731424129207188,137.51041059104054,0.1696713402240925,0.12474620993950108,5388.347625732422,5188739.950404851,0.07447306315104167,0.002149681146774027,2631.47083605105,1762112.0116044928,0.007188811523485907,0.006173672592490144,2592.46484217232,298540.8117211386,0.01828065700829029,0.0005319337360560894,0.20160019397735596,5.561661243438721,1.0,0.00685366103425622,0.27813753485679626
3997.934326171875,11.59604263305664,18388.529296875,3.2227282531493984e-07,0.0025753770023584366,-5.079708898847457e-06,0.00020970987679902464,0.2260631024837494,0.03222880885004997,0.35459035634994507,0.1094132661819458,0.27238479256629944,0.11091338098049164,0.03825303912162781,6.133732795715332,-25.453298568725586,12807.646484375,25.7360729394918,141.27050642647026,0.23080730121523374,0.2009525626017976,4049.2084209735576,4906025.820749221,0.046280298477564104,0.0003161103140751364,1970.6503918846388,1119196.7190367677,0.031703417686014604,0.02283806452040939,2297.6362177599135,386380.960337296,0.036931443959474564,0.0018785741413012147,0.7650274634361267,138.7161407470703,1.0,0.0044255368411540985,0.403464138507843
3932.658935546875,18.355934143066406,31437.927734375,-1.0955999641737435e-05,0.000780979753471911,1.1289618669252377e-05,0.0012157688615843654,0.232041597366333,0.029490038752555847,0.35146427154541016,0.08676960319280624,0.22587570548057556,0.09203016757965088,0.0373103991150856,7.409146308898926,-23.365299224853516,11252.67578125,25.515142968325,123.82696460733962,0.3145556620438716,0.4708837235319803,4234.201257205704,5211629.016067229,0.06682342233009708,0.0007499787773530014,2233.0478146119817,1507534.3030942061,-0.0050937979966206425,0.006902114064643083,2267.9651665790384,346242.87158237246,0.032893892377614975,0.001827553496696055,0.66789710521698,68.85563659667969,1.0,0.008863328956067562,0.19539186358451843
