max_pitch,avg_pitch,variance_pitch,harmonic,harmonic_variance,percussive,percussive_variance,Chroma_cens,Chroma_cens_var,chroma_cqt_mean,chroma_cqt_variance,chroma_stft_mean,chroma_stft_var,mfcc_delta_mean,mfcc_delta_variance,Mfccs,Mfccs_variance,Contrast,Contrast_var,poly_features_mean,poly_features_variance,Rolloff,Rolloff_var,Zrate,Zrate_var,Cent,Cent_var,tonnetz_mean,tonnetz_var,spec_bw_mean,spec_bw_var,rmse_mean,rmse_var,melspec_mean,melspec_var,max_lpc,mean_lpc,var_lpc
3983.146484375,31.452972412109375,64569.31640625,2.0003135432489216e-06,0.0006917098071426153,7.657207788724918e-06,0.0005132436053827405,0.2373357117176056,0.027005091309547424,0.3733050525188446,0.07823766767978668,0.422892302274704,0.10633179545402527,0.22319220006465912,3.5691637992858887,-14.722805976867676,11352.69921875,23.945161212015385,158.91543979807184,0.24238219608252384,0.17873100422655114,3810.1703512257545,4199364.888957358,0.052262931034482756,0.0006012009383665396,1931.1088905594215,820593.0332182474,0.026322771852830974,0.008382461950816442,2142.295633359225,237200.8371052094,0.02751513011753559,0.0009128574165515602,0.39343610405921936,17.619169235229492,1.0,0.0020905162673443556,0.4052768647670746
3937.9599609375,15.88377571105957,21803.505859375,5.0322078095632605e-06,0.0017821254441514611,2.6373154469183646e-05,0.0007520070648752153,0.2192496359348297,0.035262931138277054,0.3317885994911194,0.08414513617753983,0.40416035056114197,0.11373890191316605,-0.00027642250643111765,1.638105034828186,-10.972174644470215,8417.033203125,25.17570241277136,150.06444486750968,0.3742770692238683,0.3272040063289906,3036.181640625,2084567.1667849144,0.043981040396341466,0.0002563277714880785,1567.4439479139119,260397.95598731798,0.006037051595587381,0.010996519082394417,2003.6463112970334,164171.71894710418,0.04293489083647728,0.0014092170167714357,0.7694212794303894,43.709564208984375,1.0,0.0013128427090123296,0.36046361923217773
3502.758056640625,12.752307891845703,15552.154296875,9.748225693329005e-07,0.0012290066806599498,9.075402886082884e-06,0.0008597123669460416,0.2289455235004425,0.030917279422283173,0.36373358964920044,0.08460192382335663,0.4147816300392151,0.1096561998128891,-0.04062332585453987,1.312150239944458,-10.728204727172852,8598.322265625,24.509596196976503,157.04363807534386,0.33935828805903634,0.2955557232341185,2826.1868990384614,1216476.535479698,0.04265574919871795,0.00024402024007642997,1500.896296478741,162338.55642062033,0.008433042468683021,0.007799498861884919,1930.4353222204038,117723.99113059435,0.03729655593633652,0.0012706745183095336,0.6292490363121033,34.38517379760742,1.0,0.0013521567452698946,0.37371397018432617
3593.689208984375,12.908459663391113,19618.251953125,-6.912138132975088e-07,0.0014090159675106406,6.078745172999334e-06,0.0014785605017095804,0.23706628382205963,0.0271329116076231,0.3768167495727539,0.07859055697917938,0.4504864811897278,0.10719411820173264,0.032189417630434036,3.028810739517212,-12.617834091186523,10234.31640625,24.869084152613496,154.99330206187264,0.3643517153416601,0.5418904345432806,3489.7096098139045,2014415.7691500639,0.037570224719101125,0.00025705465868918707,1702.6445000724427,245357.9448226391,0.021656338321771003,0.005634153351186135,2138.200309757082,155845.9754607148,0.03991967812180519,0.00222869124263525,0.8964675664901733,133.33106994628906,1.0,0.0015245566610246897,0.5327045917510986
3886.05615234375,18.03954315185547,34379.48828125,-1.275891349905578e-06,0.0003050568629987538,-6.845397820143262e-06,0.0004933661548420787,0.2442161589860916,0.023691795766353607,0.4282907545566559,0.07686807215213776,0.43380749225616455,0.10594213753938675,0.280370831489563,4.767219066619873,-18.12973403930664,14899.1728515625,24.726621287409028,161.21108852296047,0.19443659191720017,0.16276224494595903,3587.686639083059,3114059.7428413434,0.042082134046052634,0.0012835873461165919,1829.5231001303086,760041.3820286272,0.013272607657662116,0.00435663715542994,2081.007607566061,245477.82970208395,0.02050098218023777,0.0005857021315023303,0.23723973333835602,5.490161895751953,1.326261043548584,0.002187006641179323,1.1029081344604492
3251.818603515625,12.359349250793457,14764.333984375,-1.3596130884252489e-05,0.0006618206389248371,-4.959740908816457e-05,0.004873942583799362,0.26388415694236755,0.013698489405214787,0.47942686080932617,0.06962857395410538,0.37860336899757385,0.10025633126497269,-0.014226503670215607,2.78022837638855,-9.652745246887207,9478.6650390625,23.33771016365884,182.93406281219464,0.46996542860832513,0.9747769419631075,3195.358455882353,3580847.615065459,0.03742532169117647,0.0001800838501258155,1500.582158041479,402605.246872541,0.0029913816536446163,0.0010329018779141985,2103.726256181114,283318.2464917884,0.05091502144932747,0.0037379255518317223,1.503037691116333,324.9511413574219,1.0,0.0007068736013025045,0.40571701526641846
3913.3408203125,18.154491424560547,25519.2734375,4.177729806542629e-06,0.0012568244710564613,4.909260314889252e-05,0.0014678711304441094,0.2589018642902374,0.01630314812064171,0.49424538016319275,0.07287973165512085,0.390934020280838,0.09092443436384201,0.0733238235116005,1.2878741025924683,-10.398700714111328,8879.8896484375,23.75481250438565,193.0034537040863,0.34615445453762134,0.47756454231606366,3462.4639466751455,2488026.1745525897,0.043042559956395346,0.0002564636354771352,1628.2385951108322,295437.4050036097,0.00024418499913675265,0.0020985660894129636,2173.1578362724003,158761.59371264023,0.036691680550575256,0.0023880130611360073,0.8851801156997681,118.6405029296875,1.0007414817810059,0.0010252289939671755,0.4654046893119812
3434.521240234375,11.816878318786621,16035.6884765625,-3.5256916817161255e-06,0.0025727059692144394,4.284671740606427e-05,0.0031058480963110924,0.2449931800365448,0.02331167832016945,0.376592755317688,0.07529320567846298,0.45797228813171387,0.10108482837677002,0.02278400957584381,5.118930816650391,-10.057870864868164,9109.427734375,23.557005579577535,183.50582801695344,0.5182602461168719,1.071895932707508,2889.424579326923,2642247.347860506,0.03301532451923077,0.00017923716257309776,1405.7804269018295,305016.1038444128,-0.016192678351996285,0.003304946510156504,1975.80601959138,191793.86593654324,0.0591050460934639,0.00485265301540494,1.9828141927719116,519.90380859375,1.0381548404693604,0.0009175464510917664,0.695943295955658
3736.24365234375,21.07085609436035,30954.220703125,2.706956138354144e-06,0.0011009791633114219,0.00014610012294724584,0.0035070760641247034,0.25888165831565857,0.016313618049025536,0.47345811128616333,0.0731138288974762,0.4007831811904907,0.08984417468309402,0.008237108588218689,2.1781487464904785,-11.790411949157715,9353.7607421875,23.3284775204242,192.1663749175386,0.36104869649696586,0.7011824828910036,3880.1062178938355,3328241.053716307,0.047316459760273974,0.00028330113387148114,1818.3106542959624,687597.0641474156,0.001035764101541784,0.001692660491515293,2227.7653137055936,166372.12965001224,0.040456876158714294,0.00369667517952621,1.2536319494247437,383.1676940917969,1.0,0.0014792894944548607,0.35083892941474915
3771.394775390625,19.73060417175293,27557.466796875,6.765037596778711e-06,0.004406671039760113,-2.3879838408902287e-06,0.005001962650567293,0.23599474132061005,0.02763982117176056,0.4322715699672699,0.09141338616609573,0.2859387993812561,0.0917552262544632,0.059983860701322556,1.5603904724121094,-10.868021965026855,7968.720703125,24.40969634828274,190.02386978319902,0.5575333566477944,1.4313275908316119,3231.733171329942,2726274.8275401467,0.04665924781976744,0.00034812774575678575,1613.8489140974584,471529.8203080398,-0.007071164021346682,0.003894214552410142,2090.6471016370015,167504.80241400094,0.06587094068527222,0.007555803749710321,2.820561647415161,1076.021484375,1.1736871004104614,0.0009730946039780974,0.6162428259849548
